
0.3105300642047081,0.2642903868337893,0.2258408675756025,0.2020971440707161,0.1921705742920633,0.20340082101062149,0.23905646338717645,0.2725839647130834,0.3183341280047235,0.3675237870392604,0.36725497738777224
