
"[0.653280650446472, 0.6532895676290466, 0.2705722454414711, -0.27060634245347676]","[0.6532870742998178, 0.653270775010429, 0.2705961867156977, -0.2706122628503395]","[0.6532946681533245, 0.6532653466202584, 0.2705956601462432, -0.2706075611980756]","[0.6532822034145299, 0.6532835581678209, 0.2705999582522496, -0.2705893898942254]","[0.653288962899063, 0.6532648760293273, 0.27059532331944947, -0.2706228070549434]","[0.6532894468573321, 0.6532776733519017, 0.270586140514562, -0.27059992735808513]","[0.653292793419899, 0.6532570020454078, 0.27062091604409294, -0.2706069754158739]","[0.6532819514248628, 0.6532884869430228, 0.27058321373059124, -0.27059484329425876]","[0.653293214566738, 0.6532670986498036, 0.2706080618667394, -0.2705944391066693]","[0.6532861958062568, 0.6532833395277373, 0.27058464297050944, -0.270595594297095]","[0.653267535170474, 0.653304373256615, 0.2705854948722666, -0.27058901186265055]"
