
0.0799803930002652,0.08000129397220895,0.07997831039793359,0.08001192063816492,0.07999193832820141,0.07998045593712062,0.07999079022642347,0.08000812995493156,0.07998602085847992,0.08000061603068462,0.08001556943459037
