
0.34999325178152746,0.34501323272461604,0.34000196438750024,0.33500206553256423,0.3300139101002603,0.325004650476782,0.31999895166688547,0.3149835053989492,0.3100038713417589,0.30501271707745076,0.3000118389201658,0.2950206297055585,0.2899902238057922,0.28498928502559867,0.28000206440280484,0.27500749752601933,0.27000485817442194,0.2650048381356451,0.25999137178779713,0.2600045128684186
