
0.8786764705882353,0.875,0.9067164179104478,0.8992537313432836,0.8656716417910447,0.8712121212121212,0.8674242424242424,0.8692307692307693,0.8615384615384616,0.86328125,0.85546875,0.8571428571428571,0.8629032258064516,0.8467741935483871,0.8483606557377049,0.8333333333333334,0.825,0.8177966101694916,0.8008474576271186,0.8008474576271186
