
-0.0674732807959147,-0.07442197976493203,-0.0796178458382813,-0.08834612690748132,-0.10432647419698296,-0.11769184966612661,-0.1362499667863328,-0.14783547264952168,-0.1591532865640631,-0.1625831185371268,-0.15836178977707535,-0.1452171561153381,-0.13005044016427236,-0.10819022608616556,-0.08914480937199029,-0.06819797258400044,-0.056542322815018614,-0.04473197303772771,-0.03694689971136435,-0.0368163313718312
