
0.08000791170915968,0.07998858691479192,0.07999797668089283,0.07998626559101686,0.08000398585665447,0.08001681894163067,0.07999061809459147,0.07999183406082054,0.0800102429617696,0.0800043909319606,0.08000143022751667,0.08000640171044143,0.07998947247513484,0.07999805041393655,0.08000209991069476,0.07999244544972821,0.08000236121250248,0.07998765150681642,0.08000254762090873,0.07999973136578716
