
5988.0,6390.0,6285.0,7181.0,8188.0,9696.0,11286.0,12999.0,14514.0,15033.0,14148.0,13637.0,12314.0,11922.0,11104.0,10552.0,10555.0,9748.0,9936.0,9914.0
