
"[0.6532734272397729, 0.6532863049585462, 0.2705871370962468, -0.27061676639496585]","[0.6532790440891277, 0.6532778773293532, 0.2706099870787917, -0.2706007029541245]","[0.6532766457760956, 0.6532776931383755, 0.2706129356212055, -0.2706039888948601]","[0.6532852844913659, 0.6532791643825004, 0.27059344580762756, -0.2705990715739645]","[0.6532801987374963, 0.6532950690578242, 0.27059335374606597, -0.270573042985968]","[0.6532839034382014, 0.6532801919612954, 0.27060352140641386, -0.27058984922204343]","[0.6532794611594915, 0.6532771299200619, 0.2706040462969809, -0.27060744128399794]","[0.6532810048467067, 0.6532797183871892, 0.27059955021786675, -0.2706019616934071]","[0.6532890971774156, 0.6532804563082095, 0.2705918643673613, -0.2705883291146358]","[0.6532879787223398, 0.6532831890293789, 0.2705904756563729, -0.2705858205311993]","[0.653286953625248, 0.6532828208820688, 0.27059659275124337, -0.27058306701423057]","[0.6532764409819453, 0.6532981640267077, 0.2706095752281631, -0.27055841944417314]","[0.6532931912422925, 0.6532746243268276, 0.2705996671097169, -0.27058472175496967]","[0.6532726996205571, 0.653299266220456, 0.2705712265714066, -0.2706031412196242]","[0.6532858488666702, 0.6532672301700307, 0.2706155989517903, -0.270604366669302]","[0.6532770054335023, 0.6532869790314388, 0.27059817678896547, -0.27059546174742094]","[0.6532905996633269, 0.6532795164756763, 0.27059419378819155, -0.27058464116234693]","[0.6532981587804987, 0.6532534217273428, 0.2706116064115459, -0.2706119753648966]","[0.6532837436663782, 0.6532842860561278, 0.27058931253707064, -0.2705945598013622]","[0.6532842328925408, 0.6532786067858569, 0.2705943604820075, -0.2706020418349935]"
