848.2338950913404,853.5428878919143,829.8889247982784,847.026560769385,847.3229953631253,960.530089413283,1088.1028318037147,1121.8788052610391,1135.5985143051846,985.4696886077329,1100.2499919780223,1092.111324217973,1090.536000641928,1095.3916587369097,1017.0604644430424,1094.6183316572349,1080.063466986068,1089.3146528148627,1090.7585535982194,1112.3503949860133,1108.0987845911955,1094.552629681105,1100.1557019994023,1097.677688027279,1009.9442073051371,1010.1992738029217,1070.9151400658916,1013.1205595010491
793.0490552528335,782.046487104871,779.536796515692,791.4923568734455,791.9766493809352,979.7149396782451,1186.4255008218115,1350.9887767228372,1364.7835459360288,1370.7837419750654,1395.1967610806294,1362.1242291585745,1366.986344139481,1382.0999199798123,1374.9888342332933,1400.0679844781494,1363.2357422235032,1372.296525024297,1364.0945757396619,1369.657999517673,1366.7676412864585,1359.791918360537,1344.9719330404916,1359.0847828193002,1288.2811250300822,1344.864568986128
651.0468879142958,650.3603594929275,663.1599203263363,666.4103002029481,667.6060930928669,622.5080027699495,570.6003007530873,650.6007943603798,553.6197978405476,552.0119269093188,621.4321325722125,553.5739627863038,598.3549866530885,576.8848434721253,652.7677796008957,671.057481379463,770.0197243854628,935.0921442962698,785.2274552634773,776.1147210637391,836.4740627711169,793.2713039068483,775.2913184613012,761.4019997293692,813.4702711198545,1005.3903684108813,1009.2797915877202,1046.3510664862283,1103.490831225246,1107.2930819979138,1079.4660809088907,1171.3869146856366,1101.6419804611555
