"[0.7010570143290388, 0.5609894802376129, 0.43045215875944964, -0.09230820517221948]","[0.7010666727984947, 0.5609671115988456, 0.4304711233647603, -0.0922823490423716]","[0.7010615250343165, 0.5609870542100696, 0.4304478014192315, -0.09230901027861106]","[0.7010564775199074, 0.5609819311512192, 0.4304653052973284, -0.09229685360025182]","[0.7010642271711346, 0.560974777983158, 0.4304660192398602, -0.0922781346120237]","[0.7010557748946766, 0.5609860320291955, 0.43046200169804255, -0.09229267278108995]","[0.7010635318211151, 0.5609773928272829, 0.4304546751472141, -0.09232042965192039]","[0.7010569420005633, 0.5609910617426778, 0.43045346617452573, -0.09229304511163533]","[0.701060126655376, 0.5609754452935612, 0.4304696887844833, -0.09228811206991448]","[0.7010480009982601, 0.5610099873731205, 0.4304455796884614, -0.09228270309553753]","[0.701052175020114, 0.5610064706494071, 0.4304417520052575, -0.09229022656656415]","[0.7010525630358133, 0.5609970659376802, 0.43045776178944634, -0.09226977395361549]","[0.7010611841036298, 0.5609768756167173, 0.4304582559781311, -0.09232470431465485]","[0.7010510899469423, 0.5609901934472228, 0.43046751462440047, -0.09227725068153876]","[0.7010576479371177, 0.5609921519291269, 0.4304542218673026, -0.09227753041460872]","[0.7010504802682274, 0.5609992127045069, 0.43045045682804706, -0.09230661773208283]","[0.7010469427977152, 0.5610054344850743, 0.4304548077552984, -0.09227537565645161]","[0.7010623127100181, 0.5609929392042386, 0.4304396525856362, -0.09230526172774277]","[0.7010664272571839, 0.5609675044921179, 0.4304706239008441, -0.09228415592695974]","[0.70105793127522, 0.5609861419345957, 0.4304529730468743, -0.09231773149592483]","[0.7010632666272253, 0.5609839051836901, 0.4304501953807997, -0.09230375727700274]","[0.7010644097812476, 0.560976735024919, 0.43046283804783037, -0.09227968984917663]","[0.7010606325573832, 0.5609806058421671, 0.43045843368965286, -0.09230539644380385]","[0.7010623500982182, 0.5609747114997949, 0.4304685965614019, -0.09228077647561408]","[0.7010740793216148, 0.5609615388329203, 0.43046223334098976, -0.09230142426116411]","[0.7010559457481425, 0.5609779630581978, 0.4304716955935332, -0.09229520673946941]","[0.7010684754418532, 0.5609711531203189, 0.4304577991772292, -0.09230623617064895]","[0.7010550343507449, 0.5609911885073937, 0.43045008986390304, -0.09232250735706701]"
"[0.6532674685657298, 0.6532994256384351, 0.27059754671094044, -0.270589066091434]","[0.6532771950434116, 0.6532874302951928, 0.27058809078426965, -0.270604000303469]","[0.6532872476764584, 0.6532789289688944, 0.27059303224812437, -0.27059531386802965]","[0.6532762317810462, 0.6532751169925733, 0.27060133009791876, -0.2706228125223993]","[0.653282621583145, 0.6532786419435918, 0.27060146461107626, -0.2705987429167591]","[0.653280129516845, 0.6532845986154598, 0.27059791780415837, -0.27059392541286986]","[0.6532915397736706, 0.6532719645009474, 0.27059805827696665, -0.2705967392892144]","[0.6532699167469465, 0.6533039469359807, 0.27058099726262325, -0.2705887889615368]","[0.6532881478070677, 0.6532737885235003, 0.27058744509706, -0.2706111374626136]","[0.653283905857475, 0.6532698503101504, 0.27061317171192706, -0.270605159447056]","[0.6532866517191629, 0.6532675759172837, 0.2705961409201091, -0.2706210513981972]","[0.6532805002778415, 0.6532744278033138, 0.27059327404170364, -0.2706222274285276]","[0.6532786313209528, 0.6532891077943973, 0.27061176097337825, -0.2705728114935244]","[0.6532664117260585, 0.6532908133780553, 0.2706042704440658, -0.27060568597838736]","[0.6532833959383619, 0.6532858112409008, 0.27057637512038635, -0.27060465378346976]","[0.6532901008150537, 0.6532711125399856, 0.2706254475290291, -0.27057487844871947]","[0.6532804181024987, 0.653283980220688, 0.27058963746739034, -0.2706030018423786]","[0.6532807541014718, 0.6532948290296243, 0.2706087356808205, -0.27055689763337054]","[0.6532970204259329, 0.653256462656404, 0.27061434825260683, -0.2706046407954921]","[0.6532763501751687, 0.6533042258978733, 0.27056844502580923, -0.2705851349984078]","[0.6532811658278745, 0.6532805021907968, 0.27061007116191427, -0.27058915946071693]","[0.6532947068004926, 0.6532604106461143, 0.2705998058311284, -0.27061523799129267]","[0.6532885769690577, 0.6532922932367727, 0.2705812016681603, -0.27057166906939173]","[0.6532760856938996, 0.6532806829694351, 0.27060895995807316, -0.27060209886446773]","[0.6532801818887991, 0.6532804977464096, 0.2705945263264079, -0.27060709070112665]","[0.6532930198682122, 0.6532593186845707, 0.27061188893423066, -0.27060986366111994]"
"[0.5609829522314683, 0.7010535902017608, 0.09230773622973774, -0.43046634340332435]","[0.5609821929898938, 0.7010624689259378, 0.09230449877712356, -0.43045356697003034]","[0.561005325582969, 0.7010236849068446, 0.09229981400737602, -0.43048758658221475]","[0.5609888499596609, 0.7010505463186273, 0.09230511068015244, -0.43046417768452694]","[0.5609910210006597, 0.7010578368672518, 0.09230659932388076, -0.4304491554700832]","[0.5609917601465058, 0.7010519506940243, 0.09230724287474003, -0.43045764064387654]","[0.5610022341616421, 0.7010674049795582, 0.09230036780227943, -0.4304202934858417]","[0.5609834597696713, 0.7010745012438038, 0.09231007313197308, -0.43043112337396244]","[0.5609708564462128, 0.7010738712232376, 0.09228820022893065, -0.430453265064363]","[0.5609986908094569, 0.7010435349488725, 0.09230261365739423, -0.4304633068316952]","[0.5609859584041286, 0.7010627428068515, 0.09227642067504858, -0.4304542336984702]","[0.5609873063475542, 0.7010699306867242, 0.09229411990070752, -0.4304369754512047]","[0.560995693289113, 0.70103437386487, 0.09229293833830898, -0.43048420679955074]","[0.5609587979095445, 0.7010795123276815, 0.09228938371100047, -0.4304595382803161]","[0.5609867432960584, 0.7010479472841543, 0.09231219168002193, -0.4304696373984894]","[0.5609859220115809, 0.7010683400123515, 0.09229486574474165, -0.4304412104972088]","[0.5609760830448436, 0.7010667789483778, 0.0922910471122199, -0.4304573943255492]","[0.5609660151195217, 0.7010975085115856, 0.09230475492202396, -0.43041752480417994]","[0.5609837055795546, 0.7010446661109698, 0.09229831583383068, -0.4304819149346799]","[0.5610046260133207, 0.7010289980413157, 0.09229677771154489, -0.4304804970273439]","[0.5609988562139977, 0.7010449630759603, 0.09229991680213603, -0.43046134371245304]","[0.5609788116030013, 0.701068324664761, 0.09230619181344182, -0.43044807356652187]","[0.5609771282190202, 0.7010681315542301, 0.09228570700781574, -0.4304549742031903]","[0.560986352640347, 0.7010532704848151, 0.09231801070613191, -0.43046022928150685]","[0.5609846501757717, 0.7010742915277721, 0.09229291693090083, -0.43043359245112983]","[0.560979574238897, 0.7010760877860228, 0.09229350282945283, -0.43043715657092213]","[0.5609796547960317, 0.7010609887474449, 0.09230015638580545, -0.4304602166199984]","[0.5609902778134186, 0.7010509198361105, 0.0923018455636568, -0.4304624086971007]","[0.5609932479494298, 0.7010471664828655, 0.0922851597398914, -0.43046822811129487]","[0.56098714180642, 0.7010510951792822, 0.09230262065758284, -0.4304660438356723]","[0.5610067361169443, 0.7010427632528413, 0.09232115117974131, -0.43045010299346137]","[0.5609769296217404, 0.7010694719514495, 0.09228358024842238, -0.43045350590559]","[0.5609952138168632, 0.7010394907695423, 0.09229675686269052, -0.4304756800665774]"
