0.28500909425216564,0.285990988489291,0.2850062455105092,0.28499502304324625,0.28499927674858977,0.2939989862279904,0.3029886882765447,0.31199224998243885,0.32098122422900194,0.3299779549363229,0.3227950071216496,0.32378621495866455,0.32278363432936386,0.32278223400682193,0.3290923091177694,0.3240530529083611,0.32503510497436416,0.3240425651819624,0.3240301259676655,0.32575133777515003,0.3243835341396493,0.32537780728012294,0.3243848140770643,0.32438877643997954,0.32685751052213946,0.32934336800781017,0.33181768097718267,0.32985149415110926
0.45999856658794286,0.4609858504627135,0.4599993227522534,0.45999619031757516,0.45999335142290537,0.45830572531557806,0.45661870883737243,0.45493575885325865,0.45324675953798554,0.4546021849299179,0.4555792463511317,0.45460562475345473,0.4545905857287724,0.45360687210657247,0.45440510115041194,0.45539579338350716,0.4544041263709713,0.45439708672369417,0.44804519089801914,0.44171832747354955,0.44678045513385595,0.4477755576389049,0.4467876256904634,0.446785646466161,0.4477765173513757,0.4469669591858339
0.63499141113541,0.635997207582421,0.6349868193672947,0.6349894262485525,0.6349993326352278,0.6416300933340008,0.636325116376016,0.637330088393149,0.6363345897387425,0.6363239078189323,0.6358564475609527,0.6362383271003103,0.6372290881133382,0.6362488432381026,0.6362271636518484,0.6320008369830716,0.6277573826017485,0.6235213396499837,0.6269052245820702,0.6278879220493018,0.6268977512905378,0.6269033633696774,0.6288299871012314,0.6307359576309507,0.6326595377077607,0.6345685405462663,0.636478947273278,0.6383918169241098,0.6403129587261258,0.642225061345925,0.6441414976649564,0.6460672148826277,0.6445280781211354
