5.351521968841553,4.008254289627075,3.8921711444854736,3.744786262512207,4.363855838775635,3.9921634197235107,3.96614670753479,3.89703106880188,4.301295280456543,3.764134168624878,3.725137710571289,3.697091579437256,3.67714262008667,3.6735408306121826,3.6988234519958496,3.652198076248169,3.67710018157959,3.6806435585021973,3.6655948162078857,3.7249839305877686,3.69362473487854,3.7281997203826904,3.7035481929779053,3.647643804550171,3.661925792694092,3.647458553314209,3.636775493621826,4.535065412521362
4.659348249435425,3.6312501430511475,3.5894153118133545,3.6725990772247314,3.6453168392181396,3.663297653198242,3.637925148010254,3.684356451034546,3.6962099075317383,3.764350175857544,3.7357754707336426,3.7384138107299805,4.447820425033569,4.084681510925293,4.159522533416748,3.7025375366210938,3.9113221168518066,4.304129362106323,4.2407331466674805,3.7327065467834473,3.7376835346221924,3.779919147491455,3.7363245487213135,3.681096076965332,3.6731441020965576,4.818694114685059
4.768946170806885,3.6308586597442627,3.6552066802978516,3.7128188610076904,3.7108495235443115,3.660907506942749,3.6451618671417236,3.665865421295166,3.66951584815979,3.6568777561187744,3.6668972969055176,3.6396191120147705,3.6403250694274902,3.686657190322876,3.680539846420288,3.7957112789154053,3.6773698329925537,3.6937954425811768,3.684343099594116,3.6694676876068115,3.6892075538635254,3.6724791526794434,3.6680145263671875,3.684513807296753,3.689866065979004,3.6899545192718506,3.685371160507202,3.680373191833496,3.7101800441741943,3.707602024078369,3.6915040016174316,3.742936849594116,4.859949588775635
