0.8014705882352942,0.8514492753623188,0.7432432432432432,0.7773972602739726,0.8346153846153846,0.8928571428571429,0.8257575757575758,0.8192307692307692,0.8076923076923077,0.7678571428571429,0.8088235294117647,0.7570422535211268,0.8625,0.8095238095238095,0.7463235294117647,0.7191780821917808,0.7983870967741935,0.6341463414634146,0.8467741935483871,0.8688524590163934,0.8934426229508197,0.8266129032258065,0.75,0.8666666666666667,0.7027027027027027,0.8203125,0.8666666666666667,0.7961538461538461,0.8647540983606558,0.8833333333333333,0.7992424242424242,0.8174603174603174,0.75,0.7757352941176471,0.7463235294117647,0.7683823529411765,0.6375,0.702054794520548,0.725,0.7071428571428572,0.746268656716418,0.7890625,0.7573529411764706,0.6858108108108109,0.7649253731343284,0.7463235294117647,0.7355072463768116
0.8143939393939394,0.7840909090909091,0.8790322580645161,0.6923076923076923,0.8318965517241379,0.875,0.6554054054054054,0.6097560975609756,0.6333333333333333,0.8577586206896551,0.6928571428571428,0.8106060606060606,0.6323529411764706,0.5625,0.6388888888888888,0.6266233766233766,0.5813953488372093,0.5456989247311828,0.6928571428571428,0.7430555555555556,0.7077464788732394,0.7291666666666666,0.7642857142857142,0.8373015873015873,0.9008620689655172,0.8859649122807017,0.8793103448275862,0.9,0.8660714285714286,0.73828125,0.8771929824561403,0.7961538461538461,0.8458333333333333,0.8836206896551724,0.8319672131147541,0.8076923076923077,0.8516949152542372,0.8458333333333333,0.9,0.8706896551724138,0.8836206896551724,0.8616071428571429,0.77734375,0.9035087719298246,0.8375,0.9107142857142857,0.7976190476190477,0.8458333333333333,0.8208333333333333,0.825,0.7983870967741935,0.7738095238095238,0.7903225806451613
0.7857142857142857,0.8169014084507042,0.7333333333333333,0.8088235294117647,0.7402597402597403,0.8107142857142857,0.7785714285714286,0.9067796610169492,0.717948717948718,0.7993421052631579,0.7397260273972602,0.7222222222222222,0.8688524590163934,0.7852112676056338,0.7430555555555556,0.7571428571428571,0.8423076923076923,0.7464285714285714,0.8181818181818182,0.6835443037974683,0.7463768115942029,0.7916666666666666,0.7720588235294118,0.8983050847457628,0.7730769230769231,0.9152542372881356,0.8515625,0.8852459016393442,0.9267241379310345,0.8940677966101694,0.83203125,0.8934426229508197,0.8198529411764706,0.8515625,0.8790322580645161,0.8811475409836066,0.8669354838709677,0.8983050847457628,0.8022388059701493,0.8833333333333333,0.8833333333333333
