0.2850025612445399,0.24949344720390348,0.2901412496719593,0.28060888611665924,0.2842749100729492,0.27102661237142706,0.2839217786258086,0.28841912842969153,0.2922287268668571,0.27113320289147247,0.2828880855850504,0.29264708796275457,0.2869966957879037,0.2972378097842042,0.2835623923133289,0.27188723428935285,0.30149492477794543,0.31242161786444134,0.28909053380947963,0.28220628503227374,0.27930598860648564,0.2940890384910441,0.2993614061273129,0.29006970031897694,0.3035458053021375,0.28143896365121324,0.2882815772398023,0.29459606539703215,0.2867581004085403,0.28257382924352853,0.27866246902047864,0.28672061890600165,0.280043884347729,0.27682217032536394,0.28391530238471363,0.2782596924062052,0.2728880518223025,0.27599882576547957,0.2814583205512464,0.2848527860745787,0.2868998506229512,0.28826218591567077,0.28057298568140804,0.2787866793739354,0.2829164294694646,0.2832917386354315,0.2816717876813677
0.45998500361255107,0.4617794640767283,0.45231509410385345,0.47414469911333296,0.45590051057948866,0.45257540704187904,0.4739559126402206,0.4809958238412381,0.47501275825466793,0.45283627693203615,0.4313339806467318,0.45908808422672265,0.43301399719286515,0.417337595852691,0.4192495562428268,0.42341615905208374,0.4135809801907424,0.40460886007091595,0.4310228836278401,0.43044062249244,0.42999369142161575,0.4403055118356037,0.4313094043733274,0.4561895194031014,0.44794505011538843,0.4513967792367783,0.4513722424975382,0.450201765784606,0.4459778393791328,0.4461155613280069,0.44635558386271834,0.4597776374787316,0.443719935778395,0.4461117183720932,0.4423573008053128,0.4374043432236276,0.4444375242813715,0.4544659375793914,0.45043637940882925,0.45189241473408237,0.4453896994268753,0.44618857912977294,0.4384346795799108,0.44758584814847246,0.44252495043622114,0.4495550669930381,0.43941492017498324,0.44241926216176924,0.44250511925014097,0.44238660203846564,0.44002892836452373,0.4388169529789263,0.440411772982908
0.6349984229370805,0.6286236162610268,0.6400403499346843,0.6292245401695622,0.6424766998736184,0.6392600868588617,0.6330895966968375,0.6151478905244755,0.6447969233222994,0.6333090987792972,0.6001329602744189,0.5977673773195117,0.6153733589824408,0.6188684428582417,0.6106848437003223,0.602159480412454,0.6124503638061272,0.5982141331780471,0.6085230468618257,0.5934771020920225,0.5967011575675936,0.6029068085376195,0.60071201556719,0.6126077511032053,0.5956808007225448,0.6140047800916383,0.6241116456735789,0.61438801051977,0.6171554922954882,0.6163576742451949,0.6218092001253313,0.6192481082300302,0.631572487074725,0.6239581371491112,0.6218832547885137,0.6129195081088047,0.6200020005570785,0.6169009097252063,0.6250159339751773,0.6123665003080305,0.6180987248024613
