
0.3499788436130676,0.34502210909057346,0.34000078419530255,0.3350164182135873,0.32999980770118864,0.3250029124711253,0.31999006958417464,0.31500615133824084,0.30998966159784497,0.3049910267880667,0.2999913716992151,0.29501969618760027,0.28999830904043755,0.2849936419479364,0.2799989831716788,0.27500386591413856,0.2699935570848315,0.2650031486318421,0.2600045068805383,0.2600108704814093
