
"[0.653280831815875, 0.6532801703583108, 0.27059212423058787, -0.27060871401888187]","[0.653284768106028, 0.6532803660798523, 0.27061306242347927, -0.270577799349861]","[0.6532855800164458, 0.6532735800152075, 0.27061349203776286, -0.2705917931568102]","[0.653272523733063, 0.6532926783911848, 0.2705979675498898, -0.2705927309699497]","[0.6532852367889506, 0.6532645790845416, 0.27060301263089476, -0.270624830091744]","[0.6532839562431487, 0.6532834576451145, 0.270595720645026, -0.2705896384770535]","[0.6532849849875679, 0.6532731990005423, 0.27060476924911553, -0.27060287270652555]","[0.6532778628081313, 0.6532896597625216, 0.27059387840027727, -0.27059121823242016]","[0.6532781368551585, 0.6532821700220502, 0.270605731126754, -0.2705967858635588]","[0.6532933805902781, 0.6532505918848166, 0.2706154193006838, -0.27062652847749086]","[0.6532884489696758, 0.6532685591849832, 0.2705859036277814, -0.27062457534582596]","[0.6532803624653021, 0.6532897686593606, 0.2705939222526603, -0.27058487655839897]","[0.653286637371542, 0.6532747523851642, 0.27059944199773056, -0.27060046067662674]","[0.6532863889186064, 0.653265036531668, 0.27061799663587144, -0.27060596075429205]","[0.6532877336444736, 0.6532886582410722, 0.27058250893946884, -0.2705811743992351]","[0.6532906369058716, 0.6532687534459197, 0.27060650738836045, -0.270598221837114]","[0.6532796886885338, 0.6532756460606495, 0.2705952758725194, -0.27061924411713345]","[0.6532864363991752, 0.6532729739474284, 0.2705994946306335, -0.2706051866324714]","[0.6532806434112728, 0.6532680395076628, 0.27062843514207263, -0.2706021426273661]","[0.6532824190861131, 0.653294972684605, 0.2705898986660827, -0.2705713701001946]"
