
0.08000563714180416,0.07999862852987778,0.08000660161778297,0.08000390833087821,0.07997830840039584,0.07998409971583038,0.07998134957789743,0.0800257152036439,0.08000144956628343,0.07998977615335869,0.07998530996956633,0.08000646639741285,0.07999929926032216,0.07999177827239266,0.0799799602871052,0.07998305298321626,0.07998974614070499,0.07998388027734568,0.08001301512772348,0.08000579777459882
