
0.9166666666666666,0.9041666666666667,0.9,0.9067796610169492,0.8898305084745762,0.8922413793103449,0.8836206896551724,0.8706896551724138,0.8728070175438597,0.8640350877192983,0.8616071428571429,0.84375,0.8454545454545455,0.8272727272727273,0.8240740740740741,0.8207547169811321,0.8125,0.803921568627451,0.795,0.795
