
20209.0,23549.0,27662.0,31685.0,36461.0,41743.0,47429.0,51821.0,54257.0,54929.0,51301.0,48498.0,42321.0,37146.0,33777.0,30602.0,27265.0,25004.0,22088.0,22772.0
