
-0.15467145860326031,-0.18481927766676082,-0.2320316280751218,-0.2870718011869952,-0.3392333365639316,-0.39944141161373864,-0.46365314735349866,-0.5012490702596075,-0.5065049538912713,-0.4913464214129073,-0.41981801308283817,-0.34444595379751036,-0.2680679919956577,-0.20172486925865013,-0.14993431181214456,-0.1113148121988916,-0.08044751655181033,-0.05982485067147448,-0.04552345197958909,-0.04600784596001551
