
0.07493593983460473,0.0763038229474071,0.0797551025380558,0.07915950643387681,0.08342682427817855,0.08451626186999915,0.08519960607829084,0.0875059946688522,0.09194411094984901,0.09475982185835082,0.09866903533016562,0.09784528519530089,0.1023699266803107,0.10161419730559533,0.10335611542559714,0.10696117603032698,0.1127005827251108,0.11701892869768085,0.12396677978701773,0.1230100086620399
