
759.939579989014,830.6251438416083,894.9563499505351,976.056073769888,1082.9713465227267,1190.2438851875427,1288.7653050772103,1393.2719260292815,1450.8223999199508,1485.3300886895408,1421.376149287474,1355.9269089864927,1255.8069758129122,1173.9681993740403,1093.311139634076,1033.0844658133547,984.9780787666194,949.7642379744113,908.8633224448199,920.5355045447149
