
3.75011944770813,3.6566708087921143,3.5836451053619385,3.776545286178589,4.190179347991943,3.6362762451171875,3.6800174713134766,3.819375514984131,3.680431842803955,3.7174055576324463,3.732449769973755,3.8108747005462646,3.824812412261963,3.8634140491485596,3.8402440547943115,3.956756591796875,3.895442008972168,3.8869667053222656,3.914363145828247,3.9062161445617676
