"[0.7010643011395791, 0.5610001649955372, 0.4304233142095729, -0.09232243025127185]","[0.7010527875403161, 0.5609838481114777, 0.43046932928464193, -0.09229446237571057]","[0.7010630352373949, 0.560969348124989, 0.4304711737740613, -0.09229615180243551]","[0.7010549289122031, 0.5609913230594993, 0.43045812603590544, -0.09228501411125681]","[0.701055514668378, 0.5609781120583146, 0.43047189330519314, -0.09229665334554134]","[0.701058616745917, 0.5609882057878117, 0.43045732738921205, -0.09227967354845792]","[0.7010511361285828, 0.56099958517288, 0.43045332825351046, -0.092285980322882]","[0.7010635184412836, 0.5609867859513008, 0.43044998736913737, -0.09228530474927807]","[0.7010644876295988, 0.5609774182746594, 0.4304578348892009, -0.09229828141979322]","[0.7010558034210037, 0.5609909523274018, 0.4304573818121033, -0.09228409581284794]","[0.7010585992614113, 0.5609850492297832, 0.430458146980044, -0.09229517127560138]","[0.7010666623589612, 0.5609710961615407, 0.43046125715452377, -0.09230422682159684]","[0.7010531757473049, 0.5610053522041806, 0.43043945857371535, -0.09230011958631776]","[0.701045334706018, 0.5610089619098132, 0.4304519498643711, -0.09227947876836921]","[0.7010427889128201, 0.5609928779964691, 0.43047460626476236, -0.09229091131726722]","[0.7010643026006659, 0.5609641799195235, 0.43047329106332566, -0.09230806111801812]","[0.7010596527833953, 0.5609792164714414, 0.4304582756982034, -0.092322016925771]","[0.7010677831682914, 0.560955187495447, 0.4304823154675956, -0.09229418776446895]","[0.7010666868388764, 0.5609561336261615, 0.43047524665237497, -0.09232972853596944]","[0.701056537745674, 0.5609944677862072, 0.43044737568595826, -0.0923038177021408]","[0.7010517884088998, 0.5609982962033551, 0.4304573691172259, -0.09227001137039267]","[0.7010636079286126, 0.5609780874263562, 0.43046081387241153, -0.09228700225863416]","[0.7010667353165103, 0.5609804936057173, 0.43045081684323994, -0.09229524746986353]","[0.7010568040633796, 0.5609779315506159, 0.4304624432614109, -0.09233202440675335]","[0.7010434358574803, 0.5610073610370985, 0.43045678489608086, -0.09228108278655336]","[0.701054170623312, 0.560986960875262, 0.430467487613126, -0.09227362400838375]","[0.7010612911525004, 0.5609702595000068, 0.43047504314408924, -0.09228581274594048]","[0.7010757383231792, 0.5609654101988248, 0.4304566248474529, -0.09229145041666936]","[0.7010645120947047, 0.5609774325034907, 0.43045639239453093, -0.09230473633509201]","[0.7010475280443319, 0.5609987536984561, 0.4304601889434814, -0.0922864427012618]"
"[0.6532914712730787, 0.653277680458813, 0.2705944769953642, -0.2705866862870655]","[0.6532877548247534, 0.65327171215527, 0.2706163246192488, -0.2705882191510272]","[0.6532814602695259, 0.6532832172394608, 0.2705923659781145, -0.27059959943751083]","[0.6532811293231712, 0.6532702668041455, 0.27061316870306673, -0.27061085991579914]","[0.6532745469654827, 0.6532869743503612, 0.2706000551281608, -0.270599529925368]","[0.6532905765416657, 0.6532832667355424, 0.2705875102834439, -0.2705823262591321]","[0.6532863562350714, 0.6532549007418126, 0.2706227095933963, -0.27062579416278165]","[0.65329002181041, 0.653276357547631, 0.27060479504235924, -0.2705830611334284]","[0.6532826847863024, 0.6532743603201261, 0.27060826096196644, -0.2706021304533119]","[0.6532811424159887, 0.6532837862337552, 0.2706000140034231, -0.2705913450742601]","[0.6532838003905964, 0.653276288908941, 0.2706023141371601, -0.2706007281590261]","[0.6532735711240536, 0.6532801878667422, 0.2706027736891065, -0.27061555070502197]","[0.6532925177873898, 0.653275859433937, 0.2706008943383407, -0.270582138485071]","[0.6532834900217137, 0.6532727188615509, 0.27059486266593524, -0.27061754701994156]","[0.653294780523722, 0.653268869552376, 0.2706000933513999, -0.27059435192264514]","[0.6532878783710306, 0.6532912123177697, 0.27058601099411694, -0.2705711561422389]","[0.6532826138779204, 0.6532835795836012, 0.27059559569685326, -0.2705927098809831]","[0.6532838834915928, 0.6532732083599876, 0.2706122951453426, -0.27059798322485934]","[0.6532878678336747, 0.6532695641858264, 0.2706017293009699, -0.2706077278074599]","[0.6532764995215206, 0.6532874596632933, 0.27060577759904214, -0.2705879216624562]","[0.6533041175879907, 0.6532581620293187, 0.2706072737093539, -0.27059047858386326]","[0.6532877941538272, 0.6532770917485726, 0.2706022566983594, -0.27058920539428194]","[0.6532852684139662, 0.6532785093678487, 0.2706171954867486, -0.27057694058862564]","[0.6532900612360228, 0.6532638966565119, 0.2705934569726892, -0.270624385928085]","[0.6532870616270021, 0.6532767038360272, 0.2705955150727698, -0.2705986521740184]","[0.653287396664414, 0.6532657986996948, 0.2705978829546366, -0.27062180131902014]","[0.6532726148615781, 0.653288912676132, 0.2706013925993355, -0.2705981773213816]","[0.6532811344133196, 0.6532662798945292, 0.27060676858168475, -0.27062687185530465]"
"[0.5609945386691654, 0.7010388397446431, 0.09229883246567518, -0.43047717509564676]","[0.5609814549499583, 0.7010564930391046, 0.09228961226530444, -0.4304674531690635]","[0.5609666934122782, 0.7010555920141994, 0.09230069891028754, -0.43048577998394777]","[0.5609678708302744, 0.7010794181966955, 0.0922985051983052, -0.43044591206711436]","[0.5609857219629005, 0.7010611711576306, 0.09228166585601484, -0.43045597707047056]","[0.5609880189835148, 0.7010571535372072, 0.09228075217866948, -0.43045972263221033]","[0.5609966650096161, 0.7010472307218975, 0.09228186302914444, -0.43046437704079243]","[0.5609601133686404, 0.7010898941348955, 0.09229150390997425, -0.4304404602931727]","[0.5609751801989368, 0.7010666951902087, 0.0922912470638272, -0.43045866446298103]","[0.5609729494502735, 0.7010626901761001, 0.09228702786401707, -0.4304689987863659]","[0.5610071880178433, 0.7010350279077097, 0.0923005323235846, -0.4304665333931684]","[0.560989587446462, 0.7010467481679505, 0.09230524634434661, -0.43046937307676164]","[0.5609621913976608, 0.7010704552146458, 0.09229435516281742, -0.43046880102109986]","[0.5609915158731954, 0.7010464412962559, 0.09230699442356213, -0.43046698484859214]","[0.560987625899271, 0.7010519623541547, 0.09228938609432766, -0.4304668383065304]","[0.560989781555978, 0.701048596977071, 0.09229114264707364, -0.4304691332199719]","[0.5609727583201107, 0.7010650659555182, 0.09229086611487508, -0.4304645557433014]","[0.5609768548864745, 0.7010623871296532, 0.09229800477328752, -0.43046204937093097]","[0.5609716494457555, 0.7010606421829998, 0.09229330152399008, -0.4304726832144756]","[0.5610075331271168, 0.7010311981637625, 0.09230580283254379, -0.4304711903706752]","[0.5609814909921486, 0.7010633964846252, 0.0922959237109816, -0.4304548098697516]","[0.5609878095652843, 0.7010504773363812, 0.0923058775899036, -0.43046548143600816]","[0.560962178191132, 0.7010991479740416, 0.09228951862415814, -0.43042312217311773]","[0.5609976096216021, 0.7010482972966596, 0.09232044414906478, -0.4304531361814226]","[0.5609774557276475, 0.7010627641084145, 0.09228510421608413, -0.43046341828990703]","[0.5609721342060642, 0.7010697045596056, 0.09230491676477988, -0.43045480173189854]","[0.5609846321989751, 0.7010446267961422, 0.09229120194032574, -0.43048229664092874]"
"[0.09227914204417696, -0.4304687273988118, 0.5609845542027485, 0.7010546088723629]","[0.09230595101680306, -0.43045086535458005, 0.5609820520561353, 0.7010640492802811]","[0.0922963443905056, -0.43047522298068863, 0.5610067358046313, 0.7010306053188465]","[0.0923176482071925, -0.43043611635025353, 0.560985974502144, 0.7010684260346374]","[0.09230197839840262, -0.43047960668574076, 0.5609863887097917, 0.7010434542122033]","[0.09230038421933853, -0.43045521402780984, 0.560981827408971, 0.7010622918871949]","[0.09231015200279208, -0.4304353855046143, 0.5609744893253259, 0.701079051939869]","[0.09229425470955148, -0.4304835643326076, 0.5609839749336968, 0.7010439724116395]","[0.09232043277178355, -0.4304397759719967, 0.5609954842636534, 0.7010582027120122]","[0.09231128389639053, -0.4304769086762538, 0.5609929709019114, 0.7010386184516396]","[0.09228140326924807, -0.4304537879555351, 0.5609783351239573, 0.7010684606847911]","[0.09229748089488701, -0.4304570719079429, 0.5610003886132021, 0.7010466805004745]","[0.09229143493629119, -0.4304752453440328, 0.5609728194455028, 0.7010583784726907]","[0.09229477714486613, -0.430462836953202, 0.5609912302277107, 0.7010508253483339]","[0.09228369181236117, -0.43044619702517967, 0.5609869560044378, 0.7010659219252612]","[0.0922991472523099, -0.4304728086261388, 0.5609873704439854, 0.7010472157083024]","[0.09228878922461936, -0.43046513764234234, 0.5609955014612422, 0.7010467830311058]","[0.09228077675648347, -0.4304706138161226, 0.5609904841522143, 0.7010484901721526]","[0.09230035499353886, -0.430452495255913, 0.5609869485016353, 0.7010598672059671]","[0.09230351806682568, -0.43047601338535846, 0.5610013600048194, 0.7010334774638648]","[0.09229696868811535, -0.43045362498362344, 0.5609957238246448, 0.7010525972849013]","[0.09229132617187728, -0.4304618180044628, 0.5609908973390904, 0.7010521717079343]","[0.09229943777324272, -0.4304674838703994, 0.5609879286336351, 0.7010500003882565]","[0.09229825989376356, -0.43047195600207355, 0.5609940508927845, 0.7010425102511517]","[0.09229411885047924, -0.43047012251263816, 0.5609748939938868, 0.701059510710835]","[0.0922918763114731, -0.4304591932345329, 0.5609920834712735, 0.701052761787116]","[0.09229033800966602, -0.43043505353042394, 0.5609848195316969, 0.7010735984597567]","[0.09229927833061238, -0.4304494258357412, 0.560976580380783, 0.7010701899821528]"
"[0.2705907631812393, -0.270604605375915, 0.653286456819577, 0.653276810981733]","[0.27061069911152275, -0.2705998206954973, 0.6532815992197963, 0.6532753926842515]","[0.27057775717342003, -0.2705947123830603, 0.6532805256702383, 0.6532922269041229]","[0.2706068401770204, -0.2706292914345345, 0.6532812988196196, 0.653265083468879]","[0.27059383300197004, -0.27058936552146196, 0.6532888882077955, 0.65327942057914]","[0.2706009500355692, -0.2705829840090383, 0.6532764116159354, 0.6532915923466478]","[0.2705895462717062, -0.2705994084125432, 0.653292109409267, 0.6532738150261682]","[0.2705826614401782, -0.2705710441630482, 0.6532801120294984, 0.6533004122264072]","[0.27060556706547595, -0.2705725930558777, 0.6532833646794947, 0.6532870306329591]","[0.2705926172498312, -0.2706022378708328, 0.6532721557313298, 0.6532913246747769]","[0.270600207420412, -0.27059325965766323, 0.6532880753336872, 0.6532759801176506]","[0.27059608580744754, -0.2705932165715553, 0.6532956502237328, 0.6532701301069094]","[0.2706103083158618, -0.2705835003086134, 0.6532835376750513, 0.6532803760994988]","[0.27060856574589925, -0.2705770451236346, 0.6533024871256149, 0.6532648215789641]","[0.27059469381469353, -0.2706022234601062, 0.6532882553638808, 0.6532743709509777]","[0.270578490821134, -0.2706138764775054, 0.6532881924367787, 0.6532763180963025]","[0.2705722593268961, -0.27061365436976087, 0.6532665008438043, 0.6533006822487438]","[0.27058423028955275, -0.2706314959933343, 0.6532836886166837, 0.6532711457598598]","[0.2706057371390799, -0.270590581997531, 0.6532738711424594, 0.6532890028495797]","[0.2706207913517116, -0.2706112716175998, 0.653287980778638, 0.653260086896367]","[0.27061958820730503, -0.27057971626849087, 0.6532863323691773, 0.6532753045708988]","[0.270615258159189, -0.2706180382570365, 0.6532759034462438, 0.653271653600432]","[0.2706224265762401, -0.2705974066870479, 0.6532864633951383, 0.6532666702602429]","[0.27059190706322467, -0.27058796356357573, 0.6532767679520729, 0.6532929191874789]","[0.27060015732472537, -0.27057958392187365, 0.6532846876647129, 0.6532850530077343]","[0.27059791753297147, -0.27060116296835185, 0.6532739745713416, 0.6532877557208285]"
"[0.4304630876687246, -0.09229220596196779, 0.7010465957138339, 0.5609967464356866]","[0.4304672340673977, -0.09229284596006382, 0.7010641939737182, 0.560971467105892]","[0.4304456307243058, -0.09232828386719283, 0.7010676396143658, 0.5609779065828132]","[0.43046651416200693, -0.09227924821527961, 0.7010492272347814, 0.560992960319066]","[0.43046642294099396, -0.0923067420896637, 0.7010661844235477, 0.5609673155746117]","[0.4304679653449443, -0.09229896868326012, 0.701066607943901, 0.5609668817477756]","[0.4304419499462968, -0.09231039381256946, 0.7010693605332309, 0.5609815243322411]","[0.43045228405855307, -0.0922831625915547, 0.701051179527882, 0.5610007956620389]","[0.4304345744388807, -0.09227754834290434, 0.7010321016027572, 0.5610391463363891]","[0.4304672244854245, -0.09226612180374118, 0.7010541803476795, 0.5609883845750779]","[0.43046314380225476, -0.09231334815432249, 0.7010730979693056, 0.5609601045387619]","[0.4304538162501877, -0.09229973306591689, 0.701056917899496, 0.5609897229155536]","[0.4304549355134981, -0.0923110384514017, 0.7010591691555952, 0.5609841905214092]","[0.43047531096668695, -0.09232082007600377, 0.701068138520691, 0.5609557362036345]","[0.4304699698119382, -0.09229574708258241, 0.7010642455940685, 0.5609688259700327]","[0.4304541816490773, -0.09228546971610357, 0.7010573967814788, 0.5609911906599582]","[0.4304518287932352, -0.09230513948351803, 0.7010614332109305, 0.5609847156364633]","[0.43046272827444765, -0.09227216656396783, 0.7010526923690499, 0.5609926999223936]","[0.43047720348760016, -0.09231520714019871, 0.701073846539114, 0.5609480738063092]","[0.4304610398499231, -0.09229856799759864, 0.7010622783966143, 0.5609776727520122]","[0.43045623096697383, -0.09230857436814666, 0.7010530253782669, 0.5609912797252796]","[0.43045033502077684, -0.0923055452748695, 0.7010619134966937, 0.5609851948459643]","[0.43045563430061096, -0.09227269757096374, 0.7010608372065555, 0.5609878775134802]","[0.4304821013166672, -0.09232853036386422, 0.7010634328071141, 0.5609551373394676]","[0.430453879949797, -0.09230604766711882, 0.7010528988334476, 0.5609936575732932]","[0.4304559335849187, -0.09228842789450607, 0.7010517268985775, 0.5609964452033713]","[0.4304715858311002, -0.09228004803041481, 0.701059899289872, 0.5609756003029336]","[0.4304596797986969, -0.09231556293731152, 0.7010619160471522, 0.5609763727426195]","[0.4304710290111482, -0.09232350622428177, 0.7010717408615139, 0.5609540779296864]","[0.43047083552136967, -0.09228450949644813, 0.7010640647598022, 0.5609702364430734]"
