25399.0,25336.0,24372.0,25121.0,25047.0,28856.0,32711.0,36957.0,33613.0,34013.0,33204.0,33185.0,38711.0,43693.0,39878.0,40549.0,39110.0,40204.0,44397.0,47534.0,48405.0,47714.0,47979.0,47855.0,47869.0,48104.0,47866.0,47997.0
26460.0,26297.0,25572.0,25981.0,26239.0,31440.0,37753.0,44105.0,39344.0,39219.0,37953.0,39265.0,46785.0,53598.0,55366.0,54405.0,54378.0,53732.0,54285.0,55104.0,54351.0,54702.0,54019.0,54720.0,52837.0,49830.0,52438.0
24398.0,24328.0,23983.0,24796.0,24927.0,22156.0,20065.0,21923.0,21861.0,21632.0,21816.0,22908.0,22209.0,21934.0,21232.0,19890.0,25310.0,29222.0,33448.0,38484.0,43723.0,49012.0,44708.0,44162.0,43562.0,44739.0,40782.0,36884.0,40098.0
