"[0.7010601944678276, 0.5609723165369047, 0.43046951831295027, -0.0923074082366472]","[0.7010611291951245, 0.5609844669496646, 0.4304537719603956, -0.09229989803854192]","[0.701047508486149, 0.5609904970144883, 0.43046887556036956, -0.09229626362205227]","[0.7010674989058587, 0.5609660174020954, 0.4304609364165463, -0.092330230787677]","[0.701053639739082, 0.5609967005138948, 0.4304575179263691, -0.09226495261895701]","[0.7010758809031538, 0.5609586011863636, 0.4304587819275129, -0.09232168776829847]","[0.7010553402616697, 0.5609805278839946, 0.4304680636953326, -0.09230115581064241]","[0.7010500031390386, 0.5610034197775308, 0.4304514508643863, -0.09228003329764536]","[0.7010674402390681, 0.5609625370170128, 0.4304671412962059, -0.09232289295916653]","[0.7010617571275047, 0.5609833853670619, 0.43045677972458, -0.0922876742829207]","[0.7010650489344292, 0.5609658719456438, 0.43046842484608366, -0.09231480317566353]","[0.7010413666678617, 0.5610094910192499, 0.4304618218990469, -0.09226035494258833]","[0.7010437951139777, 0.5610037457308574, 0.4304583417099173, -0.09229306940657443]","[0.7010429747099226, 0.5610154844847414, 0.4304435043837138, -0.09229714682524817]","[0.7010596274569486, 0.5609876898033986, 0.43044991732300647, -0.09230969242494005]","[0.7010492871681927, 0.5609937136680436, 0.4304624468426931, -0.0922931852527996]","[0.7010534031395288, 0.5609955176101941, 0.43045364992381385, -0.09229198467376482]","[0.7010667858738256, 0.5609565909746836, 0.4304803116675462, -0.09230257880047149]","[0.7010619994486006, 0.5609744794594907, 0.4304664982616669, -0.09229463797329739]","[0.701057530643215, 0.5609734635780168, 0.43048437281289226, -0.09225137751606781]","[0.7010550297882929, 0.5609918914185534, 0.4304569685543473, -0.09228619178496542]","[0.7010563023246383, 0.5609920179124691, 0.4304480593425643, -0.09231730616531994]","[0.7010538389590254, 0.5610048196757632, 0.43044150673566517, -0.09228876670812906]","[0.7010453490430782, 0.5609979401550025, 0.4304697250674201, -0.09226345716096214]","[0.7010492405816031, 0.5609960831132871, 0.4304618633451224, -0.09228185746371129]","[0.701050297389409, 0.560988998441181, 0.43046707652664545, -0.09229257925090727]","[0.7010564570500589, 0.5609807716159994, 0.430473106048791, -0.0922676697128699]","[0.7010539936795949, 0.5609863296351906, 0.43046445660009747, -0.0922929440006689]"
"[0.6532825597098355, 0.6532817986952795, 0.270593847575375, -0.27059888825858164]","[0.6532781329939916, 0.6532949707150677, 0.2705975852300562, -0.2705740361859317]","[0.6532690402251737, 0.6533031832503168, 0.27059928213231005, -0.27057446359137766]","[0.6532756080122464, 0.6532875791050339, 0.27059914681021924, -0.27059641665937734]","[0.6532906017764415, 0.6532670864869085, 0.2706108810322648, -0.27059795714384566]","[0.6532699039594295, 0.6532803605378352, 0.27060707944574325, -0.27061968086271737]","[0.6532747479377377, 0.6532793517567121, 0.27059834983898845, -0.2706191518345139]","[0.6532722649724979, 0.6532996383444998, 0.2705958118502509, -0.2705787075247277]","[0.6532769974836697, 0.6532830381768832, 0.270600708633356, -0.27060246317472414]","[0.6532932992233147, 0.6532705048661712, 0.2705893658253199, -0.2706047075792764]","[0.6532740580334415, 0.6532911008504835, 0.27060811265721185, -0.27058268979035793]","[0.6532890860016147, 0.6532772515238349, 0.27060421236542065, -0.2705837448974522]","[0.6532784128854977, 0.6532801677441942, 0.2705995703112947, -0.27060711416602756]","[0.6532773742109589, 0.6532845514634197, 0.2706068882728849, -0.2705917204619161]","[0.6532890518092436, 0.6532759099042684, 0.27061067917744225, -0.27058059915680055]","[0.6532863525610366, 0.6532744921771204, 0.27057934309618104, -0.27062187368699825]","[0.6532950255859876, 0.653259331517958, 0.27062187441122537, -0.27059500442445217]","[0.6532876873428244, 0.6532703570257696, 0.2706080001036377, -0.27059997870952857]","[0.6532743983097363, 0.6533033465749267, 0.27058698316404517, -0.27057343256357214]","[0.6532927892594088, 0.6532753407926976, 0.27061498949123736, -0.270568638383136]","[0.653279107195013, 0.6532750463252459, 0.270600119076265, -0.27061725278914783]","[0.6532924593261625, 0.6532714342283337, 0.2706151344195444, -0.2705787220605534]","[0.6532815792612598, 0.6532728252790138, 0.27060655726144883, -0.270610208818876]","[0.6532899880398246, 0.6532744288727921, 0.270595631793144, -0.27059696258887017]","[0.6532928193978595, 0.6532616604992518, 0.2706018120610449, -0.2706147711309105]","[0.6532956786411805, 0.6532432230979439, 0.27063258784840577, -0.27062159954416826]","[0.6532825525812631, 0.6532796544981633, 0.27059790747080853, -0.27060002214354895]"
"[0.5609882130712436, 0.7010535860626882, 0.09230759781645703, -0.4304595238220819]","[0.5609923400277113, 0.7010635501663389, 0.09229628961836586, -0.43044034195354514]","[0.5609809459775214, 0.7010726967649276, 0.0922926319793086, -0.4304410786428839]","[0.5609893983784079, 0.701060900178987, 0.0922866167612197, -0.43045056570299445]","[0.5609798570278954, 0.701053057648196, 0.09228311144208774, -0.430476523998283]","[0.5609667488433766, 0.7010740560903861, 0.0922792770208378, -0.43046022998829725]","[0.5610071706942968, 0.7010366947217419, 0.09231653996208894, -0.43046040878648]","[0.5609968343715408, 0.7010482158518007, 0.09230469783985398, -0.43045765602764036]","[0.5610068809800007, 0.7010290676060713, 0.09230020541041481, -0.4304767101082809]","[0.5609815713491321, 0.701061903025088, 0.09229933765304253, -0.43045640546089037]","[0.5609740593656382, 0.7010781410708676, 0.09229499920074599, -0.4304406787862742]","[0.5609854678065911, 0.7010758561199717, 0.09231549671446333, -0.4304251362802024]","[0.5609987112179556, 0.7010304397388938, 0.09229980975154851, -0.43048520728488915]","[0.5609805805833974, 0.7010497727288196, 0.09231100690349456, -0.43047494975857514]","[0.5609636326415658, 0.7010943643752803, 0.09227949762714793, -0.4304311668693165]","[0.5609843256275501, 0.7010669059096987, 0.09230100902434106, -0.43044430948903634]","[0.560974287233852, 0.7010770819966998, 0.09228087052914594, -0.43044513598813894]","[0.560964645835006, 0.70108543243906, 0.09225269962477844, -0.43045013875811783]","[0.5609687887279096, 0.7010669889616139, 0.09228644245080753, -0.4304675453518096]","[0.5609893701531397, 0.7010603315692798, 0.09229636660524775, -0.4304494381302233]","[0.5609887458092597, 0.7010687688297003, 0.0922816129845483, -0.4304396733015348]","[0.5609923659817655, 0.7010509762179892, 0.0922929722274109, -0.43046149808248335]","[0.5609919077181779, 0.7010574734266561, 0.09230592650138138, -0.4304487360419058]","[0.5609920498627238, 0.7010537277487647, 0.09230245430097841, -0.4304553957501241]","[0.5609827522520834, 0.7010720058190789, 0.09229331386914462, -0.4304397037304327]","[0.5609954892344237, 0.7010556728535109, 0.09229042631348755, -0.4304503244619703]","[0.5609922850666393, 0.7010419778842368, 0.09230377201032025, -0.43047394231536773]","[0.5609964927134921, 0.7010302470338151, 0.09231239502901674, -0.43048571361994814]","[0.5609839816468001, 0.7010593900434199, 0.09231192989553492, -0.4304546568067449]"
