3.9706125259399414,3.502342700958252,3.4886600971221924,3.514770269393921,3.565575122833252,3.5209431648254395,3.520738363265991,3.527803659439087,3.550868272781372,3.517409086227417,3.5662448406219482,3.5675179958343506,3.6902551651000977,3.6358015537261963,3.6406941413879395,3.6729178428649902,3.617755651473999,3.6348578929901123,3.6580164432525635,3.6640634536743164,3.659801721572876,3.684311866760254,3.6497511863708496,3.667734384536743,3.6874728202819824,3.676198959350586,3.7022194862365723,4.214945554733276
4.255669832229614,3.612233877182007,3.6225194931030273,3.6228182315826416,3.631596088409424,3.6321728229522705,3.6633365154266357,3.65059494972229,3.662377119064331,3.64699125289917,3.6561365127563477,3.647603750228882,3.659691572189331,3.673251152038574,3.661026954650879,3.660778284072876,3.6731278896331787,3.6524078845977783,3.7019433975219727,3.654557943344116,3.6539466381073,3.6805529594421387,3.658200263977051,3.649888277053833,3.6467177867889404,3.6554553508758545,4.326299428939819
4.332037448883057,3.645967960357666,3.571068525314331,3.5870964527130127,3.5918543338775635,3.580315351486206,3.6085920333862305,3.588794231414795,3.5887107849121094,3.6035101413726807,3.587724447250366,3.6026055812835693,3.6023247241973877,3.6116881370544434,3.636239528656006,3.5808534622192383,3.63791823387146,3.6392886638641357,3.635474920272827,3.664616823196411,3.647712230682373,3.685722589492798,3.648829936981201,3.664621591567993,3.6790642738342285,3.664454936981201,3.7202835083007812,3.6702613830566406,4.263037443161011
