0.15849690383069198,0.16547707275207943,0.1618180849578475,0.16420602920296026,0.1590307369768222,0.1616492616051103,0.1954258751488202,0.2582010788228821,0.20752116533056214,0.20784251575022206,0.20605363620663866,0.21708608426877124,0.21647677048034167,0.24574820433559452,0.22383467921153072,0.22142231848185237,0.21998090309319332,0.23246630038419752,0.23736287681800317,0.2529111344528918,0.2758704473741203,0.25556461914022294,0.25336846018879283,0.2525188184611301,0.26976035514357277,0.21581587984892867,0.17026032129037313,0.20353845612298674
0.17753010925634788,0.18390833162579823,0.17740033331561203,0.18304104637439272,0.17677639086316121,0.1349553072043888,0.12190049328876289,0.15057114184385442,0.12526616628321036,0.12518643041975752,0.12470406986294777,0.1353035750416195,0.13839332594044448,0.15216206661185128,0.1682529435570032,0.15492082600393925,0.15247422335996993,0.15321616957080159,0.16472580766260408,0.21644604026481257,0.16743668339096499,0.16326427058867948,0.16593246325021424,0.17645801894167246,0.12505446027173517,0.09029819053209594,0.11777918562240866
0.18656291267190964,0.18841716528431168,0.18847920201276025,0.19630362103365373,0.18556105811714568,0.1862507350397248,0.21265886679533852,0.17198586311876335,0.15830817143348414,0.1661354311585028,0.16953571047280178,0.20922639538472212,0.18431894598239196,0.1806542440520868,0.17981435582844824,0.1964318283054042,0.17217183295479072,0.18055429158434252,0.194103721958648,0.2143528075511059,0.23681337952699075,0.2659652821279965,0.24323952972875573,0.23802064850951946,0.24392037990061452,0.2544190207375897,0.2191463660387492,0.19389101927527758,0.219197068201381
