0.284997897421499,0.28599363111692555,0.28499861946009936,0.2849979797018947,0.2849926360225663,0.2815638594550691,0.2781278793737634,0.27470015737411596,0.2774462698349912,0.27843336733297913,0.27743829377707496,0.27744675686296233,0.2758338929862281,0.2742241454088398,0.27551227220807706,0.2765045268126609,0.27551498177770445,0.27550467669964696,0.2811152309032279,0.2867164693146211,0.29233448520024063,0.2878493732739366,0.2888515742292926,0.28785734024960796,0.2878521546502101,0.288356989416652,0.2888723943925324,0.28846037450649686
0.4599922541531107,0.46099468047384273,0.4599994661479166,0.4599971523440921,0.45998936030390386,0.4526508212589867,0.44529104115785284,0.4379327200667468,0.4438126885599537,0.4448075322712045,0.4438137387951314,0.4437958805040313,0.44197508786819484,0.44012590925021344,0.4382770435497284,0.4397606409603871,0.44073849831669853,0.4397567925897527,0.439768783831534,0.43926226195935925,0.43965886804283727,0.44064107644750194,0.4396668633844238,0.4396592721548463,0.44205948505829856,0.44444915122198997,0.4425465039381713
0.6349925975228384,0.6359980570863462,0.6350065135172822,0.6350057533970823,0.6349990236647991,0.6294311351112383,0.6238387858203986,0.628310325204176,0.6292935978739408,0.6283024045825811,0.6283237584664635,0.6258308604094706,0.6278101661984948,0.6288124064866908,0.6278258992459207,0.6278114684619824,0.6223408746614693,0.6168759076121814,0.6114008075194839,0.6059120313121231,0.6004439363876541,0.5949614963241613,0.5993406969681722,0.6003408066408022,0.5993474108892906,0.5993444928193915,0.6040827205879561,0.6088243268550546,0.6050429339106762
