25219.0,25490.0,24645.0,25352.0,25382.0,31855.0,38464.0,44232.0,47139.0,45520.0,45732.0,44797.0,45379.0,47567.0,46213.0,46347.0,45387.0,45969.0,47648.0,46721.0,47055.0,45699.0,46761.0,46943.0,46760.0
26220.0,26074.0,25316.0,26483.0,26259.0,31870.0,38969.0,46065.0,52547.0,54983.0,53272.0,53209.0,52523.0,53752.0,54134.0,52724.0,54918.0,54850.0,54774.0,54775.0,52918.0,54583.0,55008.0,54470.0,54726.0,54115.0,53265.0,54050.0
24625.0,24873.0,24209.0,24753.0,24665.0,23824.0,22678.0,23677.0,23509.0,23225.0,23533.0,26844.0,31424.0,36098.0,41359.0,45467.0,42306.0,41600.0,41031.0,41694.0,44163.0,46104.0,44583.0,44283.0,44069.0,44581.0,43529.0,41927.0,40438.0,42045.0
