0.2850072909534105,0.28599878598557754,0.28500281193910193,0.2850003819628696,0.2849941991227605,0.28647731716456254,0.28797139204533584,0.28946485160872715,0.29094393185706846,0.2897580398776047,0.29075785711990265,0.2897527530684572,0.28975576190326874,0.2908249593593013,0.2899656347873928,0.2909695606895046,0.2899702612845643,0.28995919797146935,0.2928029471308434,0.29053683586642626,0.29153252804487717,0.29053681521197705,0.290535423187769,0.2880959979732877,0.2900456196385681
0.4599825691902816,0.4609801704572827,0.4600123041221085,0.4600009475378494,0.46000213538756435,0.4542233720836692,0.44841393803156376,0.44263370721949397,0.4368473109497686,0.4310499764837382,0.435666426593232,0.43666709668723913,0.43568207063688924,0.43567411795903976,0.4413163713613678,0.44694023162388985,0.44243611099140234,0.44342234381332096,0.4424484174806909,0.4424351638598765,0.4458433257143567,0.44313171953058395,0.44411618540720915,0.44312898018960944,0.4431206857247133,0.44597627952809066,0.44885423645632816,0.44656130339389793
0.6350040821068517,0.6359987132334147,0.6349976591628587,0.634996897521687,0.6350024673551986,0.636493828844612,0.637972745229942,0.6367858185596748,0.6377800331588019,0.6367933914042209,0.6367763819045339,0.6339945590342958,0.6311995792181687,0.6284197761397078,0.625629967844001,0.6228540364446404,0.62508237556339,0.6260782150060129,0.6250719290576451,0.625059610769898,0.6193885643825386,0.6136736741639215,0.6182312906653363,0.6192312586716248,0.6182584505282842,0.6182349992888267,0.6148679985245281,0.6115067079229067,0.6081305331329449,0.6108080835887455
