0.8051470588235294,0.7898550724637681,0.7934782608695652,0.8051470588235294,0.8014705882352942,0.8852459016393442,0.8143939393939394,0.889344262295082,0.889344262295082,0.889344262295082,0.8852459016393442,0.8492063492063492,0.8115384615384615,0.7761194029850746,0.7427536231884058,0.7686567164179104,0.7723880597014925,0.7761194029850746,0.7761194029850746,0.7689393939393939,0.7723880597014925,0.7803030303030303,0.7723880597014925,0.7723880597014925,0.7651515151515151,0.7686567164179104
0.8143939393939394,0.8022388059701493,0.8143939393939394,0.8143939393939394,0.8143939393939394,0.8688524590163934,0.896551724137931,0.80078125,0.8813559322033898,0.896551724137931,0.8813559322033898,0.8771186440677966,0.85,0.8114754098360656,0.8375,0.8559322033898306,0.8375,0.8416666666666667,0.825,0.8083333333333333,0.8208333333333333,0.8347457627118644,0.825,0.825,0.8728070175438597,0.9017857142857143,0.8601694915254238,0.8859649122807017
0.775,0.7746478873239436,0.7928571428571428,0.7821428571428571,0.7785714285714286,0.8142857142857143,0.8285714285714286,0.8169014084507042,0.8464285714285714,0.825,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.8478260869565217,0.8415492957746479,0.832089552238806,0.8514492753623188,0.85,0.8428571428571429,0.8115942028985508,0.7746478873239436,0.8392857142857143
0.7671232876712328,0.7705479452054794,0.7671232876712328,0.7636986301369864,0.7671232876712328,0.8576923076923076,0.8951612903225806,0.8125,0.8809523809523809,0.8671875,0.873015873015873,0.8809523809523809,0.8790322580645161,0.8709677419354839,0.8688524590163934,0.8565573770491803,0.8583333333333333,0.8432203389830508,0.8541666666666666,0.8401639344262295,0.85,0.8541666666666666,0.8686440677966102,0.7878787878787878,0.8583333333333333,0.8583333333333333,0.85,0.8728813559322034,0.8253968253968254,0.8483606557377049
0.7934782608695652,0.8088235294117647,0.7934782608695652,0.7934782608695652,0.7934782608695652,0.8790322580645161,0.8830645161290323,0.7934782608695652,0.8611111111111112,0.84765625,0.8571428571428571,0.8611111111111112,0.8669354838709677,0.8729508196721312,0.875,0.885593220338983,0.8214285714285714,0.7574626865671642,0.80859375,0.80859375,0.80859375,0.8174603174603174,0.7463768115942029,0.7923076923076923,0.7961538461538461,0.7923076923076923,0.8046875,0.8214285714285714,0.7961538461538461
0.8461538461538461,0.85,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9083333333333333,0.8791666666666667,0.8076923076923077,0.7357142857142858,0.7916666666666666,0.7840909090909091,0.8,0.7916666666666666,0.7765151515151515,0.7692307692307693,0.76171875,0.7692307692307693,0.7575757575757576,0.77734375,0.7692307692307693,0.7692307692307693,0.7730769230769231,0.7613636363636364,0.7730769230769231,0.7653846153846153,0.78125,0.7692307692307693,0.7896825396825397,0.8064516129032258,0.819672131147541,0.847457627118644,0.8663793103448276,0.8859649122807017,0.875,0.8859649122807017
