0.07999454490580539,0.07999949128912502,0.08001743747134646,0.08098393038670457,0.07999021383040855,0.0795591274161626,0.07909782733524857,0.0794618281696707,0.0794727055855458,0.07945689700795334,0.08045859847220739,0.07504982643891213,0.07063908299445114,0.06621762792593276,0.06183344039448161,0.06533745812368853,0.06534882474806325,0.06536376863729046,0.06635502937266116,0.06783228129162727,0.06586256650220379,0.06584564153208752,0.06584516003300472,0.06685855448430902,0.06755644272761856,0.0661949241447862
0.08002842556605894,0.08000982527958457,0.08000793269911266,0.08099504109266298,0.0799933801203246,0.0805120186271205,0.08101955106112087,0.08151421597080656,0.08110135798208408,0.08109287646418034,0.08112766880939906,0.08211474590354362,0.07966646423539765,0.07821467558704312,0.07935012505184687,0.07938433101756596,0.07939398250048851,0.08037531164613686,0.08027070691472958,0.08119216371893838,0.08044727524028013,0.08046637698917526,0.08048665424210139,0.08146210706661954,0.08022692191957678,0.0799558079991578,0.07972898709191811,0.07992450703798429
0.08001283486313115,0.07998862744386658,0.07997194525588362,0.08100168135830202,0.08000121732188001,0.08453330813613953,0.08091520690425719,0.08090712891242964,0.08090539350101333,0.08193592863111471,0.08185080482783423,0.08109557588196845,0.08107251738593127,0.08107960060796786,0.08208109355283474,0.0857730674017163,0.08201064008754472,0.08200637399778564,0.08202695546132348,0.08298464543257754,0.07847410728961257,0.08129768976956789
0.08001387723392482,0.08001738087190159,0.08002165795831084,0.08099761614270413,0.07997778392034362,0.0780551928607632,0.0761828362266692,0.07425167643923428,0.07578288185896684,0.07576283340745818,0.07577104792089312,0.07676634991318883,0.07318730118140612,0.07063988404036364,0.06808527685206715,0.06550800462332451,0.06295198024120752,0.060399295404008534,0.06242578769857671,0.062417182757612356,0.06242594768443058,0.06341583832317584,0.05608792451176594,0.04972993845016745,0.05480434185862611,0.05481018509267258,0.05485181760273523,0.05580444400763482,0.05294495315916295,0.05443969443929941
0.07999608154442545,0.07999176529479865,0.08002155048739645,0.081008502081274,0.08000589824637708,0.07903494854795462,0.07803550283457826,0.07710851944825937,0.07785143371820827,0.07786666325535654,0.07785562729484313,0.07887174317499768,0.072868355401329,0.06785954858080709,0.0628378432127394,0.05783404053652945,0.05284050309639818,0.04784549794073644,0.051836616168417414,0.05187036660493469,0.05183376321550917,0.05284643634667949,0.04597289528414398,0.05067602941406002,0.050683386584506065,0.05068759466375312,0.05166547299304928,0.0528869417631538,0.05112579751661646
0.08000899048165282,0.08000341414820952,0.07999572573375227,0.08099755024718208,0.08000725372946044,0.0776785659207807,0.07535852561835285,0.0730475825465419,0.07069318550317298,0.07258079112045393,0.07257737991100253,0.07256235313339063,0.07356908887949967,0.07000800430812806,0.06744145016385089,0.06485421423971216,0.0669037712350852,0.06689872270465884,0.0669098592759523,0.06791077544751994,0.06050536188078603,0.054111358250221675,0.04771678017199622,0.05281977693464917,0.05285126000715411,0.052826841472082435,0.05382103034232715,0.05756303256123445,0.06228928935603279,0.06700996037964567,0.07174405748571447,0.07648029157171354,0.08120829662442715,0.08593314801532982,0.08216742447961956
